Company,TypeName,Inches,Ram,OpSys,Weight,Price_in_euros,Cpu_Brand,Cpu_Type,Cpu_Speed,Gpu_Brand,Gpu_Type,SSD,HDD,Flash_Storage,Screen_Width,Screen_Height,TotalPixels,PPI,Ram_to_Storage,Processing_Power
Asus,Notebook,15.6,4,Windows,2.0,349.0,AMD,7110,1.8,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,7.2
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,1499.0,Intel,i7,2.5,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,40.0
Asus,Notebook,14.1,4,Windows,1.65,348.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5276.8371812283085,2.0,4.4
Lenovo,Notebook,15.6,6,Windows,2.4,564.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,15.0
HP,Notebook,13.3,16,Windows,1.49,1197.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,8.0,28.8
Dell,Notebook,15.6,8,Windows,2.2,719.0,Intel,i5,1.6,AMD,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,12.8
Lenovo,2 in 1 Convertible,14.0,4,Windows,1.8,638.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,10.0
MSI,Gaming,14.0,16,Windows,1.7,1769.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,10579.591836734693,5.333333333333333,41.6
MSI,Gaming,17.3,16,Windows,3.78,1545.64,Intel,i7,2.7,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,43.2
HP,Notebook,14.0,8,Windows,1.43,1469.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,18.4
Dell,Notebook,15.6,8,Windows,2.36,638.99,Intel,i5,2.5,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,20.0
Asus,Notebook,15.6,4,Windows,1.86,419.0,Intel,Dual,1.1,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Toshiba,Notebook,15.6,16,Windows,2.4,1425.0,Intel,i7,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,40.0
Asus,Gaming,17.3,8,Windows,2.73,1770.0,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,20.0
Microsoft,Ultrabook,13.5,4,Windows,1.252,989.0,Intel,M,2.2,Intel,Integrated,1,0,0,2256.0,1504.0,3393024.0,18617.415637860082,2.0,8.8
Toshiba,Notebook,15.6,8,Windows,2.2,1399.0,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Lenovo,Notebook,15.6,4,Other,2.2,469.0,Intel,i3,2.0,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Acer,Notebook,15.6,4,Windows,2.1,599.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,10.0
Asus,Netbook,11.6,2,Windows,0.98,191.9,Intel,x5-Z8350,1.44,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,1.0,2.88
Dell,Notebook,15.6,8,Linux,2.3,805.99,Intel,i7,2.7,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,21.6
HP,Gaming,15.6,8,Windows,2.62,899.0,Intel,i7,2.8,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Dell,Notebook,15.6,8,Linux,2.3,805.99,Intel,i7,2.7,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,21.6
Dell,Netbook,11.6,4,Windows,1.63,744.0,Intel,Quad,1.1,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,7796.432818073722,2.0,4.4
Acer,Ultrabook,14.0,8,Windows,1.8,919.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Lenovo,Notebook,15.6,4,Windows,2.05,630.0,Intel,i3,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.8
Dell,Ultrabook,13.3,4,Windows,1.4,818.35,Intel,i5,1.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,2.0,6.4
Dell,Gaming,15.6,16,Windows,2.6,1349.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Dell,Ultrabook,13.3,8,Windows,1.23,1399.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,12.8
Dell,Notebook,15.6,2,Windows,2.2,379.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,1.0,3.2
HP,Notebook,13.3,8,Windows,1.16,1699.0,Intel,M,1.1,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,8.8
Dell,Gaming,15.6,8,Windows,2.62,1159.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
HP,Notebook,17.3,8,Windows,2.5,914.0,Intel,i5,1.6,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,12.8
Lenovo,Notebook,14.0,4,Windows,1.7,599.0,Intel,i3,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,10.8
HP,Notebook,15.6,8,Windows,1.84,1228.99,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Ultrabook,14.0,4,Windows,1.48,1082.0,Intel,i5,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,10.8
Acer,Ultrabook,14.0,8,Windows,1.6,770.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,12.8
Lenovo,Gaming,15.6,16,Windows,2.6,1029.0,Intel,i7,2.6,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,41.6
HP,Notebook,15.6,4,Windows,2.31,705.15,Intel,i3,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
HP,Notebook,15.6,8,Windows,2.04,889.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Dell,Ultrabook,13.3,8,Windows,1.2,1449.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,14.4
Lenovo,Notebook,15.6,6,Windows,2.4,695.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,15.0
Dell,Notebook,15.6,8,Windows,2.2,797.41,Intel,i5,1.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,12.8
Asus,2 in 1 Convertible,12.5,8,Other,1.2,1159.0,Intel,M,1.2,Intel,Integrated,0,0,1,1920.0,1080.0,2073600.0,13271.04,4.0,9.6
Lenovo,Notebook,14.0,8,Windows,1.5,1099.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
HP,Ultrabook,13.3,16,Windows,1.16,1965.0,Intel,M,1.2,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,19.2
Asus,Ultrabook,15.6,8,Windows,1.7,1049.9,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Dell,Ultrabook,13.3,8,Windows,1.2,1579.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,14.4
Asus,Notebook,15.6,4,Windows,2.2,369.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Lenovo,Notebook,17.3,8,Other,2.8,698.0,Intel,i5,1.6,Nvidia,Dedicated,1,0,0,1600.0,900.0,1440000.0,4811.3869491129,4.0,12.8
HP,Notebook,15.6,4,Windows,2.1,489.0,AMD,9420,3.0,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,12.0
Dell,2 in 1 Convertible,15.0,4,Windows,2.08,509.0,Intel,i3,2.4,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,9216.0,2.0,9.6
Dell,Notebook,15.6,8,Windows,2.09,1062.95,Intel,i5,2.4,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,19.2
HP,Notebook,14.0,4,Windows,1.44,229.0,Intel,Dual,1.6,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,2.0,6.4
Asus,2 in 1 Convertible,11.6,2,Windows,1.1,275.0,Intel,Dual,1.1,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,1.0,2.2
HP,Netbook,12.5,8,Windows,1.26,1483.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,13271.04,4.0,21.6
HP,Notebook,15.6,4,Windows,2.1,499.0,Intel,i3,2.0,AMD,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,1.3333333333333333,8.0
HP,2 in 1 Convertible,13.3,8,Windows,1.26,1398.99,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,12.8
Lenovo,Notebook,14.0,8,Windows,1.7,1186.0,Intel,i5,2.3,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,18.4
Acer,2 in 1 Convertible,11.6,4,Other,1.25,389.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
Lenovo,Notebook,15.6,4,Other,2.2,468.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
Lenovo,Gaming,15.6,8,Other,2.4,869.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
Asus,Notebook,14.0,8,Windows,2.0,945.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Dell,Ultrabook,13.3,16,Windows,1.2,1869.0,Intel,i7,1.8,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,28.8
Asus,Ultrabook,15.6,16,Windows,1.63,1468.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,43.2
Mediacom,Notebook,14.0,4,Windows,1.45,389.0,Intel,Quad,1.1,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,2.0,4.4
HP,Ultrabook,13.3,8,Windows,1.32,1399.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,21.6
Dell,Gaming,17.3,16,Windows,4.42,2799.0,Intel,i7,2.9,Nvidia,Dedicated,1,1,0,2560.0,1440.0,3686400.0,12317.150589729024,5.333333333333333,46.4
Dell,Ultrabook,13.3,8,Windows,1.23,1869.0,Intel,i5,1.6,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,12.8
Asus,Notebook,15.6,4,Other,2.45,579.0,Intel,i5,2.3,Nvidia,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
Asus,2 in 1 Convertible,12.5,4,Other,1.2,669.0,Intel,M,0.9,Intel,Integrated,0,0,1,1920.0,1080.0,2073600.0,13271.04,2.0,3.6
HP,Notebook,13.3,4,Windows,1.49,726.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,2.0,6.4
Dell,Notebook,14.0,8,Windows,1.64,1179.0,Intel,i5,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
Apple,Ultrabook,13.3,8,Mac,1.37,1419.0,Intel,i5,2.0,Intel,Integrated,1,0,0,2560.0,1600.0,4096000.0,23155.633444513536,4.0,16.0
Lenovo,Notebook,15.6,8,Windows,2.1,1229.56,Intel,i7,1.8,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Dell,Ultrabook,13.3,8,Windows,1.23,1379.0,Intel,i7,2.4,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,19.2
Asus,Ultrabook,13.3,8,Windows,1.2,729.0,Intel,M,0.9,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,7.2
Lenovo,2 in 1 Convertible,14.0,16,Windows,2.8,2440.0,Intel,i7,2.6,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,8.0,41.6
Acer,Notebook,15.6,4,Windows,2.23,544.0,Intel,i3,2.0,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,8.0
Lenovo,Notebook,15.6,4,Windows,2.2,309.0,Intel,Quad,1.1,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,4.4
Asus,Notebook,14.0,8,Windows,1.4,941.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,12.8
HP,Notebook,15.6,6,Windows,2.04,549.99,AMD,9410,2.9,AMD,Dedicated,0,0,0,1920.0,1080.0,2073600.0,8520.710059171599,6.0,17.4
Chuwi,Notebook,15.6,4,Windows,1.89,248.9,Intel,x5-Z8350,1.44,Intel,Integrated,0,0,1,1920.0,1080.0,2073600.0,8520.710059171599,2.0,5.76
Lenovo,2 in 1 Convertible,15.6,16,Windows,2.0,1899.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,3840.0,2160.0,8294400.0,34082.840236686396,8.0,44.8
Dell,Gaming,17.3,16,Windows,4.42,2699.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
HP,Workstation,15.6,8,Windows,2.0,1899.0,Intel,i7,2.6,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.8
Toshiba,Notebook,13.3,8,Windows,1.2,1535.0,Intel,i5,2.4,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,19.2
Lenovo,2 in 1 Convertible,11.3,8,Windows,1.1,1299.0,Intel,M,1.2,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,16239.32962643903,4.0,9.6
HP,Notebook,15.6,4,Windows,2.1,347.0,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
Dell,Notebook,15.6,8,Windows,2.2,985.0,Intel,i7,1.8,AMD,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,14.4
Dell,Ultrabook,13.3,8,Linux,1.23,1099.0,Intel,i5,2.4,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,19.2
HP,Ultrabook,13.3,8,Windows,1.34,1145.0,Intel,i7,2.7,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,21.6
Lenovo,2 in 1 Convertible,14.0,8,Windows,1.42,2590.0,Intel,i7,2.7,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,4.0,21.6
Lenovo,Notebook,15.6,8,Windows,2.6,789.0,Intel,i5,2.3,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,18.4
Dell,Notebook,15.6,8,Windows,2.06,955.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Dell,Notebook,15.6,8,Windows,2.13,728.0,Intel,i5,1.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,12.8
Lenovo,Gaming,15.6,16,Windows,3.2,1749.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,5.333333333333333,44.8
Dell,Notebook,15.6,4,Linux,2.25,465.62,Intel,i3,2.0,AMD,Dedicated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,8.0
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.37,1970.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,21.6
HP,2 in 1 Convertible,13.3,4,Windows,1.28,1700.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,2.0,10.0
HP,Notebook,15.6,8,Windows,1.84,1304.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Dell,Ultrabook,13.3,8,Windows,1.42,1841.85,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,12.8
HP,Notebook,15.6,4,Windows,2.07,650.0,Intel,i3,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
HP,Notebook,15.6,4,Windows,2.1,722.0,Intel,i5,1.6,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,6.4
HP,Ultrabook,15.6,8,Windows,1.91,659.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,14.4
Lenovo,Notebook,17.3,4,Windows,2.79,589.0,Intel,i5,2.5,Nvidia,Dedicated,0,1,0,1600.0,900.0,1440000.0,4811.3869491129,2.0,10.0
Dell,Notebook,14.0,8,Windows,1.6,1205.0,Intel,i5,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
Dell,Gaming,17.3,16,Windows,4.42,3012.77,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Samsung,Ultrabook,13.3,16,Windows,0.81,1649.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,8.0,43.2
Asus,Netbook,11.6,4,Other,1.2,287.9,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
HP,Notebook,15.6,8,Windows,1.84,1219.0,Intel,i7,2.7,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Acer,Gaming,15.6,8,Windows,2.5,846.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Ultrabook,13.3,8,Windows,1.39,1149.0,Intel,i7,2.7,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,4.0,21.6
HP,Notebook,17.3,8,Windows,2.5,928.0,Intel,i5,1.6,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,12.8
Dell,Gaming,15.6,8,Windows,2.56,1060.49,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.6666666666666665,22.4
Toshiba,Notebook,15.6,4,Windows,2.1,602.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
Lenovo,Notebook,15.6,6,Windows,2.2,549.0,AMD,9720P,3.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,3.0,21.6
Dell,Notebook,15.6,16,Windows,2.06,2399.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,3840.0,2160.0,8294400.0,34082.840236686396,8.0,44.8
MSI,Gaming,17.3,8,Windows,2.7,1199.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,22.4
HP,Notebook,15.6,8,Windows,2.04,806.0,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
Asus,Notebook,17.3,8,Windows,2.1,1145.0,Intel,i7,1.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,2.6666666666666665,14.4
HP,Ultrabook,14.0,8,Windows,1.54,2198.19,Intel,i7,2.5,Intel,Integrated,1,0,0,2560.0,1440.0,3686400.0,18808.163265306124,4.0,20.0
Lenovo,Gaming,15.6,16,Windows,2.5,1079.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,44.8
HP,Notebook,15.6,8,Windows,2.1,794.0,Intel,i5,1.6,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,12.8
HP,Notebook,15.6,4,Other,1.86,288.9,Intel,Dual,1.6,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,6.4
HP,Notebook,13.3,8,Windows,1.11,1149.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,20.0
HP,Ultrabook,14.0,8,Windows,1.54,1887.21,Intel,i7,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Apple,Ultrabook,11.6,4,Mac,1.08,959.0,Intel,i5,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,7796.432818073722,2.0,6.4
Lenovo,2 in 1 Convertible,13.3,16,Windows,1.3,1499.0,Intel,i7,2.5,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,40.0
Asus,2 in 1 Convertible,13.3,8,Windows,1.1,1499.0,Intel,i7,1.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,14.4
Dell,2 in 1 Convertible,13.3,16,Windows,1.22,1899.0,Intel,i7,1.3,Intel,Integrated,1,0,0,3200.0,1800.0,5760000.0,32562.609531347163,8.0,20.8
HP,Notebook,15.6,4,Windows,2.1,705.5,Intel,i3,2.4,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,9.6
Dell,Notebook,14.0,8,Windows,1.79,740.0,Intel,i3,2.3,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,5352.489795918367,4.0,18.4
HP,Notebook,14.0,2,Windows,1.44,249.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,1.0,3.2
HP,Ultrabook,12.5,4,Windows,1.26,1579.0,Intel,i5,2.3,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,13271.04,2.0,9.2
Lenovo,Notebook,15.6,4,Windows,2.3,977.0,Intel,i5,2.3,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,9.2
Dell,Ultrabook,15.6,16,Windows,1.88,1607.96,Intel,i7,1.9,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,30.4
Dell,Workstation,15.6,16,Windows,2.17,1975.0,Intel,i7,2.7,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,8.0,43.2
Lenovo,Gaming,15.6,8,Windows,2.5,829.0,Intel,i5,2.5,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,20.0
HP,Gaming,17.3,16,Windows,3.78,1498.0,Intel,i7,2.8,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,44.8
Lenovo,Ultrabook,14.0,8,Windows,1.32,1499.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,20.0
Asus,2 in 1 Convertible,13.3,6,Windows,1.5,639.01,Intel,i5,2.5,Intel,Integrated,0,1,0,1920.0,1080.0,2073600.0,11722.539431284978,3.0,15.0
Dell,Notebook,15.6,8,Linux,2.2,599.9,Intel,i7,2.7,AMD,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
HP,Notebook,15.6,8,Windows,2.04,629.0,Intel,i7,2.7,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,4.0,21.6
MSI,Gaming,17.3,16,Windows,4.14,2729.0,Intel,i7,2.9,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,5.333333333333333,46.4
Asus,Gaming,17.3,12,Windows,2.2,1369.9,Intel,i5,2.5,Nvidia,Dedicated,1,1,0,1920.0,1080.0,2073600.0,6928.397206722576,4.0,30.0
Dell,Notebook,15.6,4,Windows,2.2,749.0,Intel,i5,1.6,AMD,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,6.4
Dell,Notebook,15.6,8,Windows,1.98,961.0,Intel,i7,2.7,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,21.6
Lenovo,2 in 1 Convertible,13.3,8,Windows,1.3,1034.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,11722.539431284978,4.0,20.0
Dell,Notebook,15.6,8,Windows,2.0,1142.75,Intel,i5,1.6,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,12.8
Dell,Notebook,15.6,4,Windows,2.06,481.98,Intel,i3,2.3,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,2.0,9.2
Acer,Notebook,15.6,2,Other,2.19,199.0,Intel,Dual,1.5,Intel,Integrated,1,0,0,1366.0,768.0,1049088.0,4310.848126232742,1.0,3.0
HP,Notebook,14.0,2,Windows,1.44,279.0,Intel,Dual,1.6,Intel,Integrated,0,0,1,1366.0,768.0,1049088.0,5352.489795918367,1.0,3.2
HP,Notebook,15.6,6,Windows,2.04,579.0,Intel,i7,2.7,Intel,Integrated,0,1,0,1366.0,768.0,1049088.0,4310.848126232742,3.0,16.200000000000003
Lenovo,Notebook,15.6,4,Other,2.2,499.0,Intel,i5,2.5,Nvidia,Dedicated,0,1,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
Dell,Ultrabook,14.0,8,Windows,1.36,1775.0,Intel,i7,2.8,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,10579.591836734693,4.0,22.4
HP,Notebook,15.6,4,Windows,2.04,839.0,Intel,i5,2.5,Intel,Integrated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,2.0,10.0
Acer,Notebook,15.6,8,Linux,2.5,879.0,Intel,i7,2.8,Nvidia,Dedicated,1,0,0,1920.0,1080.0,2073600.0,8520.710059171599,4.0,22.4
